"Time (s)","X (µT)","Y (µT)","Z (µT)"
-1.587041654E-3,1.414635849E1,5.164611816E0,-5.281634521E1
8.457958349E-3,1.415006638E1,5.157501221E0,-5.279864502E1
1.850395833E-2,1.427252960E1,5.140289307E0,-5.269488525E1
2.854895833E-2,1.440835571E1,5.095458984E0,-5.286138916E1
3.859395834E-2,1.448596191E1,5.308898926E0,-5.274633789E1
4.863995835E-2,1.462836838E1,5.201782227E0,-5.270373535E1
5.868495835E-2,1.466041565E1,5.063293457E0,-5.270892334E1
6.872995835E-2,1.481377029E1,5.104278564E0,-5.258166504E1
7.877595833E-2,1.457142639E1,5.236053467E0,-5.238378906E1
8.882095834E-2,1.478008652E1,5.201507568E0,-5.260089111E1
9.886695835E-2,1.480932617E1,5.220458984E0,-5.230676270E1
1.089119583E-1,1.482041168E1,5.275939941E0,-5.235913086E1
1.189569584E-1,1.489712906E1,5.193115234E0,-5.235107422E1
1.290029583E-1,1.498425293E1,5.080749512E0,-5.253186035E1
1.390479583E-1,1.489178848E1,5.067016602E0,-5.233825684E1
1.490929583E-1,1.491284943E1,4.996093750E0,-5.244860840E1
1.591389583E-1,1.463328171E1,5.101776123E0,-5.264996338E1
1.691839584E-1,1.470465851E1,5.064270020E0,-5.259283447E1
1.792289584E-1,1.466736984E1,4.950622559E0,-5.260260010E1
1.892749583E-1,1.462189102E1,4.952911377E0,-5.271490479E1
1.993199583E-1,1.448975754E1,4.991485596E0,-5.263995361E1
2.093649583E-1,1.445132065E1,5.097076416E0,-5.293670654E1
2.194109584E-1,1.476426697E1,5.303009033E0,-5.271569824E1
2.294559584E-1,1.463868332E1,5.425476074E0,-5.253234863E1
2.395019583E-1,1.463868332E1,5.425476074E0,-5.253234863E1
2.495469583E-1,1.480363083E1,5.720336914E0,-5.250372314E1
2.595919583E-1,1.497808838E1,5.956481934E0,-5.238879395E1
2.696379584E-1,1.516347885E1,6.204711914E0,-5.205267334E1
2.796829584E-1,1.521457291E1,6.311004639E0,-5.201531982E1
2.897279584E-1,1.529538727E1,6.456146240E0,-5.188104248E1
2.997739583E-1,1.538282394E1,6.500061035E0,-5.208319092E1
3.098189583E-1,1.534949493E1,6.224395752E0,-5.199835205E1
3.198639583E-1,1.541417313E1,6.307403564E0,-5.216204834E1
3.299099584E-1,1.530115128E1,6.236938477E0,-5.199963379E1
3.399549584E-1,1.521984100E1,6.159027100E0,-5.215112305E1
3.499999583E-1,1.517349243E1,6.041656494E0,-5.213684082E1
3.600459583E-1,1.517469788E1,5.958709717E0,-5.220562744E1
3.700909583E-1,1.521270370E1,5.967498779E0,-5.205334473E1
3.801359583E-1,1.522161865E1,5.986358643E0,-5.201855469E1
3.901819584E-1,1.507979202E1,5.992950439E0,-5.181365967E1
4.002269583E-1,1.505591965E1,5.949462891E0,-5.190905762E1
4.102719583E-1,1.492727280E1,5.964172363E0,-5.208728027E1
4.203179583E-1,1.501255798E1,5.934539795E0,-5.198126221E1
4.303629583E-1,1.509648514E1,5.891387939E0,-5.201739502E1
4.404089584E-1,1.511291504E1,6.011505127E0,-5.194219971E1
4.504539583E-1,1.504650879E1,6.015136719E0,-5.197375488E1
4.604989583E-1,1.493198395E1,6.055145264E0,-5.212603760E1
4.705449583E-1,1.489779663E1,6.188720703E0,-5.199102783E1
4.805899583E-1,1.486805725E1,6.100463867E0,-5.198968506E1
4.906349583E-1,1.493300247E1,6.062835693E0,-5.174121094E1
5.006809583E-1,1.497565079E1,6.143127441E0,-5.188574219E1
5.107259583E-1,1.498281860E1,6.179534912E0,-5.201861572E1
5.207709583E-1,1.505214691E1,6.411956787E0,-5.188171387E1
5.308172083E-1,1.495642090E1,6.535705566E0,-5.194390869E1
5.408622083E-1,1.496013260E1,6.512268066E0,-5.187786865E1
5.509072084E-1,1.504513168E1,6.596984863E0,-5.178039551E1
5.609532083E-1,1.505527496E1,6.712585449E0,-5.177294922E1
5.709982083E-1,1.501296997E1,6.645050049E0,-5.167242432E1
5.810432083E-1,1.504546738E1,6.882995605E0,-5.198736572E1
5.910892083E-1,1.507439804E1,6.972137451E0,-5.200378418E1
