"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.227063179E-3,3.670625024E1,1.370963615E2,2.286229747E1,NaN,NaN,2.069501400E1,3.079825136E1
8.171081543E-3,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.434615680E1,3.000000000E1
4.112303257E-2,3.670625026E1,1.370963614E2,2.080348362E1,NaN,NaN,1.434541848E1,3.000014176E1
6.012938023E0,3.670625024E1,1.370963615E2,2.080689014E1,NaN,NaN,1.281636951E1,3.000000000E1
1.201818705E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.219245677E1,3.000000000E1
