"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780481004194595E9,"2026-06-03 19:03:24.195 UTC+09:00"
"PAUSE",1.458859891668544E1,1.780481018782918E9,"2026-06-03 19:03:38.783 UTC+09:00"
