"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
4.446000035E-3,-1.609974258E0,4.603829802E0,8.511688330E0
1.449000003E-2,-1.582059212E0,4.582241590E0,8.528555208E0
2.453400003E-2,-1.557146419E0,4.565471775E0,8.542123087E0
3.457800002E-2,-1.533559043E0,4.554589815E0,8.552193162E0
4.462200002E-2,-1.509308009E0,4.548053505E0,8.559982823E0
5.466600001E-2,-1.482237447E0,4.543563135E0,8.567094206E0
6.471000001E-2,-1.451749626E0,4.539630006E0,8.574396794E0
7.475400000E-2,-1.417837822E0,4.535278215E0,8.582371227E0
8.479900000E-2,-1.381569005E0,4.529468130E0,8.591349626E0
9.484300000E-2,-1.346132393E0,4.521853593E0,8.600980575E0
1.048870000E-1,-1.313757091E0,4.512388997E0,8.610951832E0
1.149310000E-1,-1.284945520E0,4.501029027E0,8.621238838E0
1.249750000E-1,-1.258871324E0,4.487490676E0,8.632136294E0
1.350190000E-1,-1.233803579E0,4.471880949E0,8.643848267E0
1.450630000E-1,-1.208963219E0,4.455974768E0,8.655564333E0
1.551080000E-1,-1.184389418E0,4.441460810E0,8.666415011E0
1.651520000E-1,-1.160304663E0,4.429647095E0,8.675714423E0
1.751960000E-1,-1.136558536E0,4.421112499E0,8.683207630E0
1.852400000E-1,-1.112562001E0,4.416416893E0,8.688703428E0
1.952840000E-1,-1.089509061E0,4.415599452E0,8.692039264E0
2.053280000E-1,-1.068459450E0,4.417173815E0,8.693852486E0
2.153720000E-1,-1.050147360E0,4.418981189E0,8.695165186E0
2.254160000E-1,-1.035045829E0,4.418788523E0,8.697073132E0
2.354610000E-1,-1.022539731E0,4.415177283E0,8.700386165E0
2.455050000E-1,-1.010004397E0,4.408295110E0,8.705338756E0
2.555490000E-1,-9.972240646E-1,4.399056217E0,8.711483595E0
2.655930000E-1,-9.846835412E-1,4.389154542E0,8.717902084E0
2.756370000E-1,-9.731031306E-1,4.380627548E0,8.723489683E0
2.856810000E-1,-9.626517443E-1,4.374913064E0,8.727516076E0
2.957250000E-1,-9.540115330E-1,4.372904545E0,8.729471385E0
3.057700000E-1,-9.471371808E-1,4.374605500E0,8.729367304E0
3.158140000E-1,-9.407603536E-1,4.378696212E0,8.728006073E0
3.258580000E-1,-9.339512710E-1,4.383062620E0,8.726545438E0
3.359020000E-1,-9.264561637E-1,4.385755556E0,8.725991122E0
3.459460000E-1,-9.176947689E-1,4.385014421E0,8.727289789E0
3.559900000E-1,-9.070779064E-1,4.379744033E0,8.731045455E0
3.660340000E-1,-8.941887427E-1,4.370018652E0,8.737245843E0
3.760780000E-1,-8.786261590E-1,4.357249210E0,8.745198056E0
3.861230000E-1,-8.609817472E-1,4.342831146E0,8.754120907E0
3.961670000E-1,-8.434042861E-1,4.327916068E0,8.763213328E0
4.062110000E-1,-8.279768461E-1,4.313489525E0,8.771793532E0
4.162550000E-1,-8.156295732E-1,4.300431231E0,8.779358659E0
4.262990000E-1,-8.072304133E-1,4.288937944E0,8.785754929E0
4.363430000E-1,-8.021132226E-1,4.278683681E0,8.791221491E0
4.463870000E-1,-7.987826485E-1,4.269072321E0,8.796196302E0
4.564320000E-1,-7.953764261E-1,4.259717360E0,8.801038966E0
4.664760000E-1,-7.883956546E-1,4.249806915E0,8.806456411E0
4.765200000E-1,-7.756248971E-1,4.238145228E0,8.813207606E0
4.865640000E-1,-7.562030049E-1,4.224100508E0,8.821634613E0
4.966080000E-1,-7.312924775E-1,4.208175032E0,8.831340407E0
5.066520000E-1,-7.040592898E-1,4.191492048E0,8.841481817E0
5.166960000E-1,-6.789288341E-1,4.175417468E0,8.851047862E0
5.267400000E-1,-6.596017398E-1,4.160284874E0,8.859630405E0
5.367850000E-1,-6.474708869E-1,4.146139874E0,8.867153433E0
5.468290000E-1,-6.418842378E-1,4.133564560E0,8.873428665E0
5.568730000E-1,-6.410538601E-1,4.122885498E0,8.878454931E0
5.669170000E-1,-6.410873354E-1,4.113591641E0,8.882762575E0
5.769610000E-1,-6.386718506E-1,4.104619965E0,8.887086006E0
5.870050000E-1,-6.324042202E-1,4.095326985E0,8.891819912E0
5.970490000E-1,-6.222768427E-1,4.085721764E0,8.896952013E0
6.070940000E-1,-6.091414747E-1,4.075837339E0,8.902392848E0
6.171380000E-1,-5.947429254E-1,4.065586585E0,8.908051783E0
6.271820000E-1,-5.809592840E-1,4.054699069E0,8.913921803E0
6.372260000E-1,-5.693353482E-1,4.043354009E0,8.919823397E0
6.472700000E-1,-5.612888120E-1,4.031943752E0,8.925496366E0
6.573140000E-1,-5.578540844E-1,4.021657915E0,8.930350724E0
6.673580000E-1,-5.600966378E-1,4.013303414E0,8.933968397E0
6.774020000E-1,-5.677972381E-1,4.007246868E0,8.936200279E0
6.874470000E-1,-5.803886688E-1,4.003528623E0,8.937058066E0
6.974910000E-1,-5.972136299E-1,4.002127923E0,8.936576840E0
7.075350000E-1,-6.156975556E-1,4.003334203E0,8.934782329E0
7.175795417E-1,-6.326518498E-1,4.007481633E0,8.931738269E0
7.276235417E-1,-6.460774224E-1,4.014612605E0,8.927573297E0
7.376675417E-1,-6.542473713E-1,4.023704149E0,8.922884415E0
7.477115417E-1,-6.542948800E-1,4.032473803E0,8.918921172E0
7.577565417E-1,-6.433463341E-1,4.037657067E0,8.917372829E0
7.678005417E-1,-6.201374196E-1,4.036332088E0,8.919616406E0
7.778445417E-1,-5.858007420E-1,4.027213063E0,8.926057114E0
7.878885417E-1,-5.434447909E-1,4.011230283E0,8.935927799E0
7.979325417E-1,-4.971378762E-1,3.990521784E0,8.947887694E0
8.079765417E-1,-4.514584042E-1,3.968731551E0,8.959992015E0
8.180205417E-1,-4.127295541E-1,3.949757336E0,8.970238091E0
8.280645417E-1,-3.855050276E-1,3.936198227E0,8.977406777E0
8.381095417E-1,-3.712438514E-1,3.928117668E0,8.981546021E0
8.481535417E-1,-3.675147165E-1,3.924172259E0,8.983423562E0
8.581975417E-1,-3.690977405E-1,3.922609006E0,8.984041613E0
8.682415417E-1,-3.697778082E-1,3.922356699E0,8.984124058E0
8.782855417E-1,-3.643539675E-1,3.923524095E0,8.983835791E0
8.883295417E-1,-3.505050200E-1,3.926669020E0,8.983012503E0
8.983735417E-1,-3.276695598E-1,3.932154001E0,8.981475270E0
9.084175417E-1,-2.963267115E-1,3.939096107E0,8.979521715E0
9.184625417E-1,-2.592337113E-1,3.945427180E0,8.977889757E0
9.285065417E-1,-2.189520233E-1,3.947928327E0,8.977862860E0
9.385505417E-1,-1.773063262E-1,3.943120161E0,8.980894641E0
9.485945417E-1,-1.364486236E-1,3.928893301E0,8.987840549E0
9.586385417E-1,-9.777996325E-2,3.904570346E0,8.998937395E0
9.686825417E-1,-6.289747094E-2,3.871247064E0,9.013633202E0
9.787265417E-1,-3.404923895E-2,3.831555579E0,9.030732214E0
9.887715417E-1,-1.379081800E-2,3.789370842E0,9.048567976E0
9.988155417E-1,-3.847000236E-3,3.748753451E0,9.065480463E0
1.008859542E0,-3.363078902E-3,3.712519717E0,9.080379168E0
1.018903542E0,-9.485622181E-3,3.682254236E0,9.092689896E0
