"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.145093918E-3,3.670588280E1,1.370963775E2,2.086089515E1,NaN,NaN,3.019501400E1,3.140379569E1
1.018202305E-2,3.670588271E1,1.370963778E2,1.911314143E1,NaN,NaN,1.666312832E1,3.000000000E1
3.867304325E-2,3.670588281E1,1.370963775E2,1.910948313E1,NaN,NaN,1.666214798E1,3.000009793E1
6.019830108E0,3.670588273E1,1.370963778E2,1.911314143E1,NaN,NaN,1.474893292E1,3.000000000E1
1.202760601E1,3.670588270E1,1.370963779E2,1.911314143E1,NaN,NaN,1.467618932E1,3.000000000E1
