"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779704292936282E9,"2026-05-25 19:18:12.936 UTC+09:00"
"PAUSE",1.473710595833836E1,1.779704307673142E9,"2026-05-25 19:18:27.673 UTC+09:00"
