"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
2.720832708E-5,2.852843361E-1,4.873913278E0,8.508800390E0
1.007320834E-2,2.799687419E-1,4.876639250E0,8.507415184E0
2.011820834E-2,2.745298629E-1,4.880624420E0,8.505306678E0
3.016320834E-2,2.698316617E-1,4.885957080E0,8.502394765E0
4.020820832E-2,2.664982554E-1,4.892425563E0,8.498779432E0
5.025420833E-2,2.647114377E-1,4.899496601E0,8.494761225E0
6.029920833E-2,2.640377471E-1,4.906666456E0,8.490642446E0
7.034420833E-2,2.648336628E-1,4.914210534E0,8.486253526E0
8.038920833E-2,2.678895821E-1,4.922120647E0,8.481572245E0
9.043520832E-2,2.729094533E-1,4.929829617E0,8.476933649E0
1.004802083E-1,2.787662986E-1,4.936530526E0,8.472842352E0
1.105252083E-1,2.844806180E-1,4.941217069E0,8.469919914E0
1.205702083E-1,2.894055998E-1,4.943615597E0,8.468353445E0
1.306162083E-1,2.930817626E-1,4.944106178E0,8.467940632E0
1.406612083E-1,2.945375731E-1,4.944228970E0,8.467818425E0
1.507062083E-1,2.906001677E-1,4.948475803E0,8.465473107E0
1.607512083E-1,2.857872332E-1,4.956436202E0,8.460978937E0
1.707972083E-1,2.825651432E-1,4.966549546E0,8.455154525E0
1.808422083E-1,2.827559086E-1,4.977556930E0,8.448672886E0
1.908872083E-1,2.853871557E-1,4.988767211E0,8.441969638E0
2.009322083E-1,2.874484637E-1,4.999663498E0,8.435451162E0
2.109782083E-1,2.880275207E-1,5.010149310E0,8.429208090E0
2.210232083E-1,2.875310556E-1,5.019781428E0,8.423491852E0
2.310682083E-1,2.870915825E-1,5.027765801E0,8.418743913E0
2.411132083E-1,2.874125398E-1,5.033300191E0,8.415425618E0
2.511592083E-1,2.873474347E-1,5.036137844E0,8.413729926E0
2.612042083E-1,2.855414856E-1,5.036122642E0,8.413800677E0
2.712492083E-1,2.818888579E-1,5.033658040E0,8.415398136E0
2.812942083E-1,2.772616456E-1,5.029281399E0,8.418167962E0
2.913402083E-1,2.735731306E-1,5.023708418E0,8.421616066E0
3.013852083E-1,2.716791991E-1,5.017968791E0,8.425098082E0
3.114302083E-1,2.711557637E-1,5.012601047E0,8.428309373E0
3.214752083E-1,2.743432637E-1,5.008176459E0,8.430836540E0
3.315212083E-1,2.967879289E-1,5.006872530E0,8.430850573E0
3.415662083E-1,3.218278990E-1,5.012785819E0,8.426417214E0
3.516112083E-1,3.418234031E-1,5.017476456E0,8.422837549E0
3.616562083E-1,3.535715557E-1,5.017058380E0,8.422601321E0
3.717022083E-1,3.592406871E-1,5.009694981E0,8.426742904E0
3.817472083E-1,3.588029864E-1,4.995123135E0,8.435407893E0
3.917922083E-1,3.532503974E-1,4.975465965E0,8.447251428E0
4.018372083E-1,3.438059381E-1,4.954154618E0,8.460156233E0
4.118832083E-1,3.325136856E-1,4.934333727E0,8.472182786E0
4.219282083E-1,3.218254505E-1,4.918662604E0,8.481703223E0
4.319732083E-1,3.129003336E-1,4.909258527E0,8.487483196E0
4.420182083E-1,3.074408249E-1,4.906371757E0,8.489351966E0
4.520642083E-1,3.050691759E-1,4.908444595E0,8.488239241E0
4.621092083E-1,3.040303633E-1,4.912795508E0,8.485759436E0
4.721542083E-1,3.030062600E-1,4.917048188E0,8.483332257E0
4.821992083E-1,3.018539200E-1,4.919772990E0,8.481793270E0
4.922452083E-1,3.010791639E-1,4.920451852E0,8.481427234E0
5.022902083E-1,3.010930693E-1,4.919482384E0,8.481988567E0
5.123352083E-1,3.014037574E-1,4.916687415E0,8.483598306E0
