"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.720832708E-5,3.174897766E-1,4.948709106E0,8.654702454E0
1.007320834E-2,3.369493103E-1,4.978796539E0,8.615933075E0
2.011820834E-2,3.475772095E-1,5.008883972E0,8.606652374E0
3.016320834E-2,3.686833191E-1,5.039570160E0,8.532556458E0
4.020820832E-2,3.481759644E-1,5.054089966E0,8.459658051E0
5.025420833E-2,3.502716064E-1,5.083279266E0,8.421786804E0
6.029920833E-2,3.550616455E-1,5.120551758E0,8.362809448E0
7.034420833E-2,3.239263916E-1,5.147944794E0,8.356073456E0
8.038920833E-2,2.939886475E-1,5.147795105E0,8.278684387E0
9.043520832E-2,2.745291138E-1,5.113666077E0,8.214018860E0
1.004802083E-1,2.763253784E-1,5.093308411E0,8.171507263E0
1.105252083E-1,3.227288818E-1,5.063969421E0,8.134534149E0
1.205702083E-1,4.140390015E-1,5.054838409E0,8.121660919E0
1.306162083E-1,5.514532471E-1,5.048401794E0,8.140821075E0
1.406612083E-1,6.740483093E-1,5.064717865E0,8.226892090E0
1.507062083E-1,8.779243469E-1,5.134921875E0,8.842711487E0
1.607512083E-1,7.994874573E-1,5.035678253E0,8.794212341E0
1.707972083E-1,5.034031677E-1,4.943320312E0,8.535400543E0
1.808422083E-1,4.128414917E-1,4.955445099E0,8.440048828E0
1.908872083E-1,4.658312988E-1,4.993765411E0,8.423433380E0
2.009322083E-1,5.382806396E-1,5.056634674E0,8.460705872E0
2.109782083E-1,5.358856201E-1,5.039570160E0,8.446186066E0
2.210232083E-1,4.197271729E-1,4.993765411E0,8.364156647E0
2.310682083E-1,3.165916443E-1,4.940326538E0,8.231532440E0
2.411132083E-1,2.670446777E-1,4.948260040E0,8.127498779E0
2.511592083E-1,2.673440552E-1,4.975653076E0,8.127199402E0
2.612042083E-1,2.881507874E-1,4.993615723E0,8.161627808E0
2.712492083E-1,2.670446777E-1,5.018464050E0,8.209378510E0
2.812942083E-1,2.113604736E-1,4.969366150E0,8.192463684E0
2.913402083E-1,1.898052979E-1,4.950205994E0,8.166417847E0
3.013852083E-1,2.457888794E-1,4.949457550E0,8.193511505E0
3.114302083E-1,2.935395813E-1,4.984784088E0,8.248746643E0
3.214752083E-1,2.267784119E-1,4.925357666E0,8.228987732E0
3.315212083E-1,-3.948788452E-1,4.403093719E0,7.096442871E0
3.415662083E-1,-7.634124756E-3,5.074747009E0,8.272247772E0
3.516112083E-1,5.273533630E-1,4.804409180E0,8.466543732E0
3.616562083E-1,2.555186462E-1,4.962480469E0,8.300538940E0
3.717022083E-1,2.255809021E-1,4.993166656E0,8.335566101E0
3.817472083E-1,2.887495422E-1,4.937632141E0,8.390801239E0
3.917922083E-1,3.496728516E-1,5.010231171E0,8.575666809E0
4.018372083E-1,4.288581848E-1,5.011129303E0,8.769813080E0
4.118832083E-1,4.722679138E-1,5.014871521E0,8.891809387E0
4.219282083E-1,4.439767456E-1,4.943619690E0,8.945996704E0
4.319732083E-1,4.888833618E-1,4.911436615E0,9.074279938E0
4.420182083E-1,3.773652649E-1,4.949906616E0,8.921447754E0
4.520642083E-1,4.131408691E-1,4.861739960E0,8.808732147E0
4.621092083E-1,4.989125061E-1,4.979994049E0,8.684490509E0
4.721542083E-1,4.779560852E-1,4.991220703E0,8.502169647E0
4.821992083E-1,4.915777588E-1,5.037773895E0,8.297994232E0
