"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.720832708E-5,2.925355919E-2,7.454865426E-2,3.185916319E-2
1.007320834E-2,3.729912266E-2,8.128008991E-2,2.659746446E-2
2.011820834E-2,5.680784211E-2,7.326850295E-2,1.958030276E-2
3.016320834E-2,6.845091283E-2,5.693776533E-2,1.519398578E-2
4.020820832E-2,8.039013296E-2,3.742212057E-2,1.362698339E-2
5.025420833E-2,8.512950689E-2,2.038465999E-2,1.146308612E-2
6.029920833E-2,8.528076857E-2,1.031870954E-2,1.452465635E-2
7.034420833E-2,9.191689640E-2,-1.408406533E-2,1.286061481E-2
8.038920833E-2,9.446154535E-2,-3.897316754E-2,1.847003028E-2
9.043520832E-2,8.673120290E-2,-5.314550921E-2,2.288040332E-2
1.004802083E-1,6.820944697E-2,-5.332021415E-2,2.875267528E-2
1.105252083E-1,4.280504957E-2,-4.414334148E-2,3.257040307E-2
1.205702083E-1,1.670447178E-2,-3.765907511E-2,2.515349910E-2
1.306162083E-1,-1.319260336E-3,-3.103319369E-2,2.815882210E-3
1.406612083E-1,8.000471629E-3,-1.443504170E-2,-3.804606199E-2
1.507062083E-1,7.590822875E-2,4.541961476E-3,-9.224280715E-2
1.607512083E-1,1.052818298E-1,-8.771712892E-3,-1.047612652E-1
1.707972083E-1,1.236637235E-1,-3.246352077E-2,-9.105646610E-2
1.808422083E-1,1.290600896E-1,-6.216388941E-2,-6.559956819E-2
1.908872083E-1,1.280920058E-1,-6.637079269E-2,-5.669236183E-2
2.009322083E-1,1.241622567E-1,-5.161262304E-2,-6.257715076E-2
2.109782083E-1,1.172775775E-1,-3.543187678E-2,-6.222774833E-2
2.210232083E-1,1.040544510E-1,-2.420771867E-2,-5.337832868E-2
2.310682083E-1,7.844712585E-2,-2.192290314E-2,-3.664009273E-2
2.411132083E-1,4.992813617E-2,-1.632653736E-2,-2.003555000E-2
2.511592083E-1,1.552196406E-2,6.119056139E-3,-9.453299455E-3
2.612042083E-1,-1.476297155E-2,3.143373504E-2,-2.893667668E-3
2.712492083E-1,-4.246272147E-2,5.654045194E-2,4.983340856E-3
2.812942083E-1,-5.986914411E-2,6.032027677E-2,1.693880372E-2
2.913402083E-1,-6.789425015E-2,4.852716997E-2,2.430697344E-2
3.013852083E-1,-6.677678972E-2,2.637526579E-2,2.537250519E-2
3.114302083E-1,-5.787902698E-2,1.231312845E-2,1.592662185E-2
3.214752083E-1,-4.617896304E-2,-1.166437939E-1,4.430286959E-2
3.315212083E-1,3.735367209E-2,-2.756362557E-1,7.085636258E-2
3.415662083E-1,8.228491992E-2,-2.572630942E-1,3.665125370E-2
3.516112083E-1,2.851152606E-2,-1.656550467E-1,3.091444820E-2
3.616562083E-1,-4.005927965E-2,-7.963813096E-2,3.399332985E-2
3.717022083E-1,-1.304487586E-1,-2.749593463E-3,5.012738332E-2
3.817472083E-1,-2.073544562E-1,7.351028919E-2,5.962634832E-2
3.917922083E-1,-2.472860068E-1,1.260587722E-1,5.764264241E-2
4.018372083E-1,-2.476575226E-1,1.540568471E-1,4.364906624E-2
4.118832083E-1,-2.129809856E-1,1.484415233E-1,2.898508497E-2
4.219282083E-1,-1.490400881E-1,1.297884732E-1,1.739927009E-2
4.319732083E-1,-7.049567252E-2,9.281577915E-2,9.665265679E-3
4.420182083E-1,6.341682747E-4,4.997377470E-2,1.428025775E-2
4.520642083E-1,4.249121621E-2,2.321548946E-2,1.096355543E-2
4.621092083E-1,5.633778870E-2,1.449097320E-2,8.233815432E-3
4.721542083E-1,4.267965257E-2,1.293548010E-2,-3.145751543E-4
4.821992083E-1,1.846059784E-2,6.696492434E-3,-1.063059643E-2
4.922452083E-1,-3.294264432E-3,-6.184006110E-3,-1.881253719E-2
5.022902083E-1,-2.192600444E-2,-1.412768196E-2,-1.750812121E-2
5.123352083E-1,-4.448259994E-2,-1.200970076E-2,-1.640335284E-2
5.223802083E-1,-6.690615416E-2,-7.604298647E-3,-1.338146441E-2
5.324262083E-1,-8.158777654E-2,-2.371780109E-3,-1.901200786E-2
5.424712083E-1,-8.827124536E-2,-9.027805645E-4,-3.164338320E-2
5.525162083E-1,-8.800478280E-2,-1.084643044E-2,-4.131962359E-2
5.625612083E-1,-8.638850600E-2,-2.752261236E-2,-4.723663256E-2
5.726072083E-1,-8.877571672E-2,-4.652154446E-2,-4.541733861E-2
5.826522083E-1,-9.832262248E-2,-4.886033386E-2,-4.217201471E-2
5.926972083E-1,-1.093257442E-1,-3.489015996E-2,-3.948869929E-2
6.027422083E-1,-1.268472075E-1,-3.157795873E-3,-3.524015844E-2
6.127882083E-1,-1.386634558E-1,2.669982053E-2,-2.737752907E-2
6.228332083E-1,-1.394325793E-1,4.752361029E-2,-2.262884751E-2
6.328782083E-1,-1.240925789E-1,5.266779661E-2,-2.310963348E-2
6.429232083E-1,-9.952411801E-2,4.080980644E-2,-1.393451169E-2
6.529692083E-1,-6.811614335E-2,2.655689791E-2,-3.256481374E-3
6.630142083E-1,-4.073644429E-2,1.362272166E-2,2.508463804E-3
6.730592083E-1,-2.772155032E-2,4.031231161E-3,6.172797177E-3
6.831042083E-1,-2.529114857E-2,1.394435414E-3,7.161362562E-3
6.931502083E-1,-3.097816557E-2,1.601276174E-2,1.083208434E-2
7.031952083E-1,-4.469025135E-2,3.126548231E-2,1.779358834E-2
7.132402083E-1,-6.488473713E-2,4.366732389E-2,2.420505881E-2
7.232852083E-1,-8.272791654E-2,5.600521713E-2,3.704202548E-2
7.333312083E-1,-9.477952123E-2,6.072646752E-2,4.893543944E-2
7.433762083E-1,-9.504583478E-2,5.553809926E-2,5.111417174E-2
7.534212083E-1,-8.223416656E-2,4.736375809E-2,4.758743569E-2
7.634662083E-1,-5.602865666E-2,3.521708027E-2,4.407925531E-2
7.735122083E-1,-3.012322448E-2,2.963131107E-2,4.772396758E-2
7.835572083E-1,-1.540340018E-2,2.550633997E-2,4.969869927E-2
7.936022083E-1,-1.657228917E-2,2.903354540E-2,5.742869899E-2
8.036472083E-1,-2.897649445E-2,3.724913299E-2,6.448341906E-2
8.136932083E-1,-4.538690671E-2,5.469106510E-2,6.443628669E-2
8.237382083E-1,-5.735595152E-2,7.314277440E-2,5.329361558E-2
8.337832083E-1,-6.012058258E-2,9.480549395E-2,3.931512684E-2
8.438282083E-1,-5.001921207E-2,1.085812300E-1,3.335950151E-2
8.538742083E-1,-3.599561006E-2,1.090223268E-1,3.463435173E-2
8.639186667E-1,-2.237620763E-2,1.073248312E-1,4.251571000E-2
8.739636667E-1,-1.218029484E-2,9.757047147E-2,4.736986011E-2
8.840086667E-1,-9.933119640E-3,8.373641223E-2,4.652776569E-2
8.940536667E-1,-1.128657348E-2,7.565417141E-2,4.137881100E-2
9.040996667E-1,-1.912612095E-2,7.192095369E-2,4.117001966E-2
9.141446667E-1,-2.831561491E-2,7.515742630E-2,4.242534190E-2
9.241896667E-1,-3.181926906E-2,8.366729319E-2,4.165595397E-2
9.342346667E-1,-3.361484781E-2,9.886576980E-2,3.630326688E-2
9.442806667E-1,-2.947549336E-2,1.023100317E-1,2.955614962E-2
9.543256667E-1,-2.787566558E-2,1.027965397E-1,2.319563180E-2
9.643706667E-1,-2.568388358E-2,9.912990034E-2,2.042834274E-2
9.744156667E-1,-2.425627038E-2,9.084001184E-2,1.342103258E-2
9.844616667E-1,-3.303698078E-2,8.659733087E-2,3.938581329E-3
9.945066667E-1,-5.463673919E-2,9.343780577E-2,-9.924392216E-4
1.004551667E0,-8.854357153E-2,1.005505770E-1,-1.817486249E-3
1.014596667E0,-1.220678017E-1,1.031625792E-1,2.088131849E-3
1.024642667E0,-1.430716366E-1,1.058225408E-1,8.619267493E-3
1.034687667E0,-1.489449590E-1,1.059463769E-1,1.819439605E-2
1.044732667E0,-1.402332336E-1,1.042315662E-1,2.574099787E-2
1.054777667E0,-1.211426929E-1,9.502907842E-2,3.017684259E-2
1.064823667E0,-9.841660410E-2,8.654025197E-2,3.388156742E-2
1.074868667E0,-8.067154139E-2,7.769030333E-2,3.795859963E-2
1.084913667E0,-7.454679906E-2,6.550394744E-2,4.382447898E-2
1.094958667E0,-8.407822251E-2,5.395124108E-2,5.298175663E-2
1.105004667E0,-1.132289171E-1,4.155236110E-2,6.078269333E-2
1.115049667E0,-1.479271054E-1,3.037093207E-2,6.662744284E-2
1.125094667E0,-1.838717908E-1,2.330449969E-2,6.738538295E-2
1.135139667E0,-2.046988308E-1,2.720366046E-2,6.359986961E-2
1.145185667E0,-2.042285204E-1,4.361006618E-2,6.141048297E-2
1.155230667E0,-1.878814250E-1,5.469801649E-2,7.108690590E-2
1.165275667E0,-1.576369703E-1,6.608382612E-2,8.294063807E-2
1.175320667E0,-1.225244105E-1,7.209219038E-2,8.444904536E-2
1.185366667E0,-8.871398121E-2,6.371521950E-2,8.248522878E-2
1.195411667E0,-6.766587496E-2,5.599935725E-2,8.003690094E-2
1.205456667E0,-6.064738333E-2,4.767751321E-2,8.140496910E-2
1.215501667E0,-6.484764069E-2,4.698334634E-2,8.180941641E-2
1.225547667E0,-5.142770335E-2,4.108471051E-2,7.964266837E-2
1.235592667E0,-2.331819385E-2,3.726303950E-2,7.889733464E-2
1.245637667E0,4.764574114E-3,4.917535931E-2,8.057432622E-2
1.255682667E0,3.182182461E-2,4.788659886E-2,7.526628673E-2
1.265727667E0,5.590052903E-2,3.938338906E-2,7.351978868E-2
1.275773667E0,6.834696978E-2,3.390500322E-2,7.679334283E-2
1.285818667E0,6.774376333E-2,2.447022125E-2,7.977608591E-2
1.295863667E0,5.685238168E-2,1.513167098E-2,8.006397635E-2
1.305908667E0,3.777455911E-2,9.335607756E-4,6.884834170E-2
1.315954667E0,1.896674559E-2,-3.917267174E-2,5.536954850E-2
1.325999667E0,-1.134260558E-3,-8.356729895E-2,4.248038307E-2
