"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.991875004E-3,1.115929413E0,5.113067322E0,8.441845093E0
8.053124999E-3,1.191671906E0,5.110672302E0,8.626560974E0
1.809712499E-2,1.198258209E0,5.074148254E0,8.713679810E0
2.814112499E-2,1.141376495E0,5.065166931E0,8.744365997E0
3.818612499E-2,1.052760773E0,5.084925842E0,8.671317902E0
4.823012499E-2,9.798623657E-1,5.099745026E0,8.569679260E0
5.827412498E-2,9.373507690E-1,5.072651367E0,8.606203308E0
6.831912498E-2,8.620573425E-1,5.044809265E0,8.644972687E0
7.836312504E-2,6.997947693E-1,4.973856812E0,8.679401093E0
8.840712503E-2,5.155279541E-1,4.843178558E0,8.747958527E0
9.845212504E-2,4.749623108E-1,4.724176025E0,8.833430786E0
1.084961250E-1,5.981561279E-1,4.716242523E0,8.968150635E0
1.185401250E-1,7.972421265E-1,4.800068207E0,9.070687408E0
1.285851250E-1,7.762857056E-1,4.517306213E0,9.310189362E0
1.386291250E-1,5.119354248E-1,4.389472046E0,9.298064575E0
1.486741250E-1,4.733157349E-1,4.425696716E0,9.201066284E0
1.587181250E-1,9.509724426E-1,4.775369568E0,9.058113556E0
1.687621250E-1,1.155297546E0,4.731061707E0,9.005123749E0
1.788071250E-1,9.244775391E-1,4.613406372E0,8.879235535E0
1.888511250E-1,6.744973755E-1,4.478686523E0,8.780890045E0
1.988951250E-1,6.683601379E-1,4.342619476E0,8.637787628E0
2.089401250E-1,3.926335144E-1,4.251309357E0,8.577762451E0
2.189841250E-1,1.724414062E-1,4.062701569E0,8.476423187E0
2.290281250E-1,8.382568359E-3,3.989653473E0,8.344547424E0
2.390731250E-1,-1.122665405E-1,3.932472382E0,8.214018860E0
2.491171250E-1,-2.107617188E-1,3.871100006E0,8.041577454E0
2.591621250E-1,-2.071691895E-1,3.913761292E0,7.896978149E0
2.692061250E-1,-1.389111328E-1,3.967649231E0,7.869585114E0
2.792501250E-1,-9.639953613E-2,3.970044250E0,7.913443909E0
2.892951250E-1,-1.481918335E-2,3.963308258E0,7.993527374E0
2.993391250E-1,5.897735596E-2,3.975433044E0,8.024213562E0
3.093831250E-1,5.089416504E-2,3.983216858E0,8.037386169E0
3.194281250E-1,4.879852295E-1,3.808979187E0,8.826844482E0
3.294721250E-1,7.209008789E-1,3.833827515E0,9.332942047E0
3.395155834E-1,-1.980381775E-1,3.987707520E0,8.497529297E0
3.495605834E-1,-1.410067749E-1,3.543581085E0,9.044042816E0
3.596045834E-1,1.534309387E-1,3.501219177E0,8.959169312E0
3.696485833E-1,-2.514770508E-2,3.996688843E0,8.556806030E0
3.796935834E-1,-2.860551453E-1,3.855532379E0,8.330027618E0
