"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
1.307512500E-2,8.197671361E-1,4.558027100E0,8.648032535E0
2.311912499E-2,7.980192214E-1,4.550332164E0,8.654117147E0
3.316312499E-2,7.744491682E-1,4.543221366E0,8.659992430E0
4.320812499E-2,7.515659436E-1,4.535772890E0,8.665910981E0
5.325212498E-2,7.303845511E-1,4.527680343E0,8.671951740E0
6.329712499E-2,7.124000506E-1,4.519262692E0,8.677836962E0
7.334112498E-2,6.987747956E-1,4.510820189E0,8.683335684E0
8.338512504E-2,6.894343802E-1,4.501882136E0,8.688719215E0
9.343012504E-2,6.827431190E-1,4.491670558E0,8.694530178E0
1.034741250E-1,6.758196502E-1,4.479941336E0,8.701119990E0
1.135181250E-1,6.663207022E-1,4.468070026E0,8.707954216E0
1.235631250E-1,6.543499169E-1,4.457894994E0,8.714075081E0
1.336071250E-1,6.416461100E-1,4.451844880E0,8.718111414E0
1.436511250E-1,6.314763401E-1,4.450856408E0,8.719358625E0
1.536961250E-1,6.220525289E-1,4.453092968E0,8.718894356E0
1.637401250E-1,6.050582178E-1,4.453199387E0,8.720035733E0
1.737841250E-1,5.757821592E-1,4.448245042E0,8.724545690E0
1.838291250E-1,5.378850024E-1,4.439755762E0,8.731285776E0
1.938731250E-1,4.966714511E-1,4.430024533E0,8.738666716E0
2.039181250E-1,4.555930435E-1,4.421296979E0,8.745322602E0
2.139621250E-1,4.175491216E-1,4.414620043E0,8.750593282E0
2.240061250E-1,3.840314196E-1,4.410262991E0,8.754324390E0
2.340511250E-1,3.558195177E-1,4.408072331E0,8.756620007E0
2.440951250E-1,3.332044976E-1,4.407056085E0,8.758021000E0
2.541391250E-1,3.170510893E-1,4.406299455E0,8.759001578E0
2.641841250E-1,3.085803010E-1,4.405818814E0,8.759545369E0
2.742281250E-1,3.076175204E-1,4.406175494E0,8.759399773E0
2.842721250E-1,3.119940883E-1,4.407141455E0,8.758759503E0
2.943171250E-1,3.189532251E-1,4.407804821E0,8.758174782E0
3.043611250E-1,3.265841338E-1,4.406718116E0,8.758440245E0
3.144061250E-1,3.310951511E-1,4.404045646E0,8.759614951E0
3.244501250E-1,3.261549117E-1,4.405127089E0,8.759256517E0
3.344941250E-1,3.183083503E-1,4.406802316E0,8.758702785E0
3.445385834E-1,3.098420936E-1,4.407796343E0,8.758506319E0
3.545825834E-1,2.984037155E-1,4.408916962E0,8.758339089E0
3.646265834E-1,2.891477742E-1,4.410933666E0,8.757633914E0
3.746715834E-1,2.861168151E-1,4.414598409E0,8.755887351E0
3.847155834E-1,2.912106536E-1,4.417759706E0,8.754124416E0
3.947595833E-1,3.033560879E-1,4.420530994E0,8.752312948E0
4.048045833E-1,3.221983567E-1,4.423141483E0,8.750320217E0
4.148485833E-1,3.461909808E-1,4.425226308E0,8.748349705E0
4.248925833E-1,3.704350353E-1,4.425668650E0,8.747132900E0
4.349375833E-1,3.909206091E-1,4.422971329E0,8.747605940E0
4.449815833E-1,4.056414496E-1,4.415474322E0,8.750722505E0
4.550265833E-1,4.143937082E-1,4.402864801E0,8.756663861E0
4.650705833E-1,4.187214152E-1,4.386520956E0,8.764656420E0
4.751145833E-1,4.213062865E-1,4.369074034E0,8.773243057E0
4.851595833E-1,4.242890609E-1,4.353049155E0,8.781061369E0
4.952035833E-1,4.293308957E-1,4.341244796E0,8.786658323E0
5.052475833E-1,4.362247995E-1,4.335722101E0,8.789045742E0
5.152925833E-1,4.434860180E-1,4.336429614E0,8.788332966E0
5.253365833E-1,4.505105340E-1,4.342015751E0,8.785216985E0
5.353805833E-1,4.577471212E-1,4.351102324E0,8.780346254E0
5.454255833E-1,4.655586724E-1,4.361904178E0,8.774573883E0
5.554695834E-1,4.737108970E-1,4.372966233E0,8.768629603E0
5.655135834E-1,4.809862220E-1,4.383581268E0,8.762931492E0
5.755585834E-1,4.860068241E-1,4.393429441E0,8.757721038E0
5.856025834E-1,4.881132104E-1,4.402233009E0,8.753181844E0
5.956475834E-1,4.869920068E-1,4.410289303E0,8.749188196E0
