"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.096026421E-3,3.670588269E1,1.370963779E2,2.086089264E1,NaN,NaN,2.099501400E1,3.908866367E1
1.139104366E-2,3.670588268E1,1.370963779E2,1.911314143E1,NaN,NaN,1.444326864E1,3.000000000E1
6.021798015E0,3.670588270E1,1.370963778E2,1.911314143E1,NaN,NaN,1.490967345E1,3.000000000E1
