"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.867051125E-3,3.670625026E1,1.370963614E2,2.080348362E1,NaN,NaN,1.519567202E1,3.000002591E1
8.426070213E-3,3.670625055E1,1.370963622E2,2.258407648E1,NaN,NaN,1.529501400E1,3.004588488E1
8.980989456E-3,3.670625043E1,1.370963620E2,2.080689014E1,NaN,NaN,1.212222188E1,3.000000000E1
3.129708767E-2,3.670625045E1,1.370963619E2,2.080348362E1,NaN,NaN,1.212177644E1,3.000006066E1
6.016910076E0,3.670625771E1,1.370963453E2,2.080689014E1,NaN,NaN,1.242328320E1,3.000000000E1
1.202193999E1,3.670625080E1,1.370963265E2,2.080689014E1,NaN,NaN,1.231339115E1,3.000000000E1
