"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.061004639E-3,3.670588272E1,1.370963778E2,2.101447789E1,NaN,NaN,4.259501400E1,3.794974117E1
7.555961609E-3,3.670588268E1,1.370963779E2,1.911314143E1,NaN,NaN,1.819213339E1,3.000000000E1
3.301894665E-2,3.670588279E1,1.370963775E2,1.910948313E1,NaN,NaN,1.819113595E1,3.000007708E1
6.010895014E0,3.670588272E1,1.370963778E2,1.911314143E1,NaN,NaN,1.538575141E1,3.000000000E1
1.201840997E1,3.670588269E1,1.370963779E2,1.911314143E1,NaN,NaN,1.477905572E1,3.000000000E1
