"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480684958358E9,"2026-06-03 18:58:04.958 UTC+09:00"
"PAUSE",1.485641408333322E1,1.780480699814491E9,"2026-06-03 18:58:19.814 UTC+09:00"
