"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480330813935E9,"2026-06-03 18:52:10.814 UTC+09:00"
"PAUSE",1.275533291665488E1,1.780480343569027E9,"2026-06-03 18:52:23.569 UTC+09:00"
