"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.507416659E-3,-1.292133778E-1,3.470754623E-1,-3.311919048E-3
1.155241666E-2,-1.416908652E-1,4.220635295E-1,-1.012840681E-2
2.159641666E-2,-1.492561102E-1,4.763443470E-1,-1.755409874E-2
3.164141666E-2,-1.440907866E-1,4.730401039E-1,-2.191044763E-2
4.168541665E-2,-1.306141168E-1,3.998841345E-1,-2.553234622E-2
5.173041666E-2,-1.031107157E-1,2.648344040E-1,-2.799544111E-2
6.177441665E-2,-5.932489038E-2,6.749443710E-2,-3.072544746E-2
7.181941665E-2,-1.828425378E-2,-1.347855926E-1,-3.930040821E-2
8.186341665E-2,2.903855639E-3,-2.768508494E-1,-5.832656100E-2
9.190841665E-2,-8.974577067E-4,-3.356193006E-1,-7.195589691E-2
1.019524166E-1,-2.559321560E-2,-3.110095561E-1,-8.135659248E-2
1.119974167E-1,-6.397283077E-2,-1.869698912E-1,-8.720862120E-2
1.220414166E-1,-1.038931683E-1,-2.245877404E-4,-9.671416134E-2
1.320864166E-1,-1.387890726E-1,2.195223570E-1,-1.050649807E-1
1.421304166E-1,-1.492086947E-1,4.235079885E-1,-1.132760346E-1
1.521754166E-1,-1.324038506E-1,5.878587365E-1,-1.104375347E-1
1.622194166E-1,-9.470681846E-2,7.010939717E-1,-1.011691988E-1
1.722644166E-1,-5.150315538E-2,7.745822668E-1,-8.756282926E-2
1.823084166E-1,-6.797736511E-3,8.118534684E-1,-7.509683818E-2
1.923534166E-1,2.431122586E-2,8.291163445E-1,-6.561251730E-2
2.023974166E-1,4.544687271E-2,8.352298737E-1,-5.772982165E-2
2.124424166E-1,5.077772215E-2,8.335702419E-1,-4.960718006E-2
2.224864166E-1,5.305578932E-2,8.330591321E-1,-4.512561485E-2
2.325314166E-1,5.302301422E-2,8.277146816E-1,-4.167570546E-2
2.425754166E-1,5.485020950E-2,7.954342365E-1,-3.805806860E-2
2.526204166E-1,6.640860438E-2,7.346677184E-1,-2.938430756E-2
2.626644166E-1,8.074546605E-2,6.559497118E-1,-1.867946424E-2
2.727094166E-1,9.613606334E-2,5.773854852E-1,-1.057475246E-2
2.827534166E-1,1.060749814E-1,5.226386189E-1,-6.700918544E-3
2.927984166E-1,1.094149649E-1,4.918971360E-1,-1.714094169E-2
3.028424166E-1,1.132547110E-1,4.884552658E-1,-2.713898011E-2
3.128874166E-1,1.256605089E-1,4.885333776E-1,-3.024567105E-2
3.229314166E-1,1.573025882E-1,4.730593562E-1,-4.013931751E-2
3.329764166E-1,2.053823024E-1,4.396223128E-1,-5.514758825E-2
3.430204166E-1,2.571283281E-1,4.175029099E-1,-6.326090544E-2
3.530654166E-1,2.945046425E-1,4.321983755E-1,-7.664661109E-2
3.631094167E-1,3.083096743E-1,4.958042502E-1,-8.227892965E-2
3.731540416E-1,3.009704351E-1,5.909165144E-1,-7.708054036E-2
3.831980416E-1,2.919849157E-1,6.948522329E-1,-7.759293169E-2
3.932430416E-1,2.940380275E-1,7.762435675E-1,-1.022217199E-1
4.032870416E-1,2.935711741E-1,8.523583412E-1,-4.851108789E-2
4.133320416E-1,2.669234872E-1,8.693152070E-1,1.015281677E-1
4.233760416E-1,2.789718807E-1,5.583903790E-1,3.018698096E-1
