"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-3.514583339E-3,-9.897418213E-1,-9.561516724E0,-2.655477905E-1
6.529416656E-3,-9.630972290E-1,-9.569899292E0,-2.676434326E-1
1.657441666E-2,-9.560618591E-1,-9.575288086E0,-2.618055725E-1
2.661841665E-2,-9.669891357E-1,-9.592651978E0,-2.451901245E-1
3.666341666E-2,-1.020428009E0,-9.541458435E0,-2.665956116E-1
4.670741665E-2,-1.049018555E0,-9.492510223E0,-2.894979858E-1
5.675241665E-2,-1.079405365E0,-9.506880341E0,-2.318678284E-1
6.679641665E-2,-1.144669647E0,-9.548643494E0,-1.062789917E-1
7.684141665E-2,-1.157093811E0,-9.598040771E0,1.916015625E-2
8.688541665E-2,-1.097966766E0,-9.642947388E0,1.040336609E-1
9.693041665E-2,-1.095422058E0,-9.707912292E0,1.957928467E-1
1.069744166E-1,-1.146765289E0,-9.768087158E0,2.989283752E-1
1.170194166E-1,-1.167422333E0,-9.729766846E0,3.706292725E-1
1.270634166E-1,-1.235830078E0,-9.652377777E0,4.059558105E-1
1.371084166E-1,-1.290765839E0,-9.561965790E0,3.881428528E-1
1.471524166E-1,-1.391206970E0,-9.504335632E0,3.155438232E-1
1.571974166E-1,-1.503922577E0,-9.536369019E0,2.448907471E-1
1.672414166E-1,-1.565294952E0,-9.621392212E0,1.309776306E-1
1.772864166E-1,-1.603914642E0,-9.666897583E0,-9.430389404E-3
1.873304166E-1,-1.588197327E0,-9.693242798E0,-1.471440125E-1
1.973754166E-1,-1.522633667E0,-9.705816650E0,-2.535726929E-1
2.074194166E-1,-1.473835144E0,-9.775421906E0,-3.314108276E-1
2.174644166E-1,-1.406325531E0,-9.880503387E0,-3.567082214E-1
2.275084166E-1,-1.357377319E0,-9.995015259E0,-3.514691162E-1
2.375534166E-1,-1.286574554E0,-1.005504044E1,-3.496728516E-1
2.475974166E-1,-1.228944397E0,-1.009485764E1,-3.252735901E-1
2.576424166E-1,-1.185384979E0,-1.009410919E1,-2.703378296E-1
2.676864166E-1,-1.158890076E0,-1.002240829E1,-2.228865051E-1
2.777314166E-1,-1.118025055E0,-9.937684479E0,-1.475930786E-1
2.877754166E-1,-1.058299255E0,-9.879754944E0,-8.906478882E-2
2.978204166E-1,-9.602531433E-1,-9.826465759E0,-2.305206299E-2
3.078644166E-1,-9.467811584E-1,-9.845027161E0,5.044509888E-2
3.179094166E-1,-9.663903809E-1,-9.904303894E0,1.167572021E-1
3.279534167E-1,-9.669891357E-1,-9.960437164E0,1.821711731E-1
3.379984166E-1,-9.765692139E-1,-9.994566193E0,2.456391907E-1
3.480424167E-1,-9.915380859E-1,-9.992470551E0,2.600093079E-1
3.580874166E-1,-9.855505371E-1,-9.918224945E0,2.103126526E-1
3.681314167E-1,-9.484277344E-1,-9.810299377E0,1.513352966E-1
3.781760416E-1,-9.476792908E-1,-9.719588013E0,7.828720093E-2
3.882200416E-1,-9.075627136E-1,-9.848619690E0,1.160087585E-1
3.982650416E-1,-8.165519714E-1,-1.020682480E1,1.472937012E-1
4.083090416E-1,-6.554869080E-1,-1.009545639E1,9.086105347E-2
4.183540416E-1,-2.891986084E-1,-9.689500580E0,-1.299298096E-1
4.283980416E-1,1.830693054E-1,-9.228010254E0,-3.263214111E-2
4.384430416E-1,1.018482056E0,-8.907077637E0,7.279362488E-1
4.484870416E-1,1.871109009E0,-9.106762390E0,1.186881866E0
4.585320416E-1,1.567989349E0,-9.247469788E0,1.406325531E0
4.685760416E-1,6.230044556E-1,-9.170829163E0,1.791474609E0
4.786210416E-1,3.638932800E-1,-9.167236633E0,2.006277924E0
4.886660416E-1,1.224453735E-1,-9.341623993E0,2.239942017E0
4.987100416E-1,-2.013313293E-1,-9.468709717E0,2.256856842E0
5.087550416E-1,-4.890330505E-1,-9.280101929E0,1.684147797E0
5.187990416E-1,-7.333250427E-1,-8.911867676E0,7.310797119E-1
5.288440416E-1,-1.057101746E0,-8.653654633E0,-1.230441284E-1
5.388880416E-1,-1.549877014E0,-8.713829498E0,-4.977149963E-1
5.489330416E-1,-2.022444305E0,-8.887468414E0,-7.411088562E-1
5.589770416E-1,-2.366878052E0,-8.987011414E0,-1.014739838E0
5.690220416E-1,-2.615361328E0,-9.084309082E0,-1.351689148E0
5.790660416E-1,-2.775079193E0,-9.313931580E0,-1.694775696E0
5.891110416E-1,-3.035238190E0,-9.741741943E0,-1.975442047E0
5.991550416E-1,-3.416645050E0,-1.036474640E1,-2.078128510E0
6.092000416E-1,-3.804488525E0,-1.113085327E1,-2.058968353E0
6.192440417E-1,-4.301904144E0,-1.181313446E1,-1.833686829E0
6.292890416E-1,-4.755011902E0,-1.217478241E1,-1.469793549E0
6.393330417E-1,-4.882846069E0,-1.213736023E1,-9.895921326E-1
6.493780417E-1,-4.494852905E0,-1.153426437E1,-4.939727783E-1
6.594220417E-1,-3.793112183E0,-1.052191956E1,-1.359173584E-1
6.694670417E-1,-3.127596130E0,-9.654772797E0,2.585124207E-1
6.795110417E-1,-2.670895844E0,-9.189689941E0,6.719526672E-1
6.895560417E-1,-2.258054352E0,-8.869954834E0,9.136999512E-1
6.996000417E-1,-1.838476868E0,-8.564739532E0,1.061143341E0
7.096450417E-1,-1.406175842E0,-8.260871429E0,1.225501556E0
7.196890417E-1,-7.393125916E-1,-7.980654144E0,2.010918274E0
7.297340417E-1,1.857637024E-1,-7.951015778E0,3.620970154E0
7.397780417E-1,4.929249573E-1,-8.374036102E0,4.281396790E0
7.498230417E-1,-9.026229858E-2,-8.883576508E0,3.231330414E0
7.598670417E-1,-6.659651184E-1,-9.074429626E0,1.843715973E0
7.699120417E-1,-8.725355530E-1,-8.859177246E0,9.813592529E-1
7.799560417E-1,-7.934999084E-1,-8.484955444E0,5.920188904E-1
7.900010417E-1,-7.283853149E-1,-8.340206451E0,6.035449219E-1
8.000450417E-1,-7.566764832E-1,-8.412356415E0,9.533674622E-1
8.100900417E-1,-1.033750305E0,-8.495583344E0,1.218765564E0
8.201340417E-1,-1.318757629E0,-8.591533813E0,1.142873383E0
8.301790417E-1,-1.301693115E0,-8.669821014E0,8.689430237E-1
8.402230417E-1,-1.274599457E0,-8.868457947E0,5.655239868E-1
8.502680417E-1,-1.406175842E0,-9.272168427E0,4.179309082E-1
8.603120417E-1,-1.508862305E0,-9.817185059E0,5.020559692E-1
8.703570417E-1,-1.554517365E0,-1.040710831E1,8.442443848E-1
8.804010416E-1,-1.317560120E0,-1.081890198E1,1.333726501E0
8.904460417E-1,-8.987310791E-1,-1.092847412E1,1.719174957E0
9.004900416E-1,-6.857240295E-1,-1.073642349E1,1.904788971E0
9.105350417E-1,-9.096583557E-1,-1.036324951E1,1.785936127E0
9.205790416E-1,-1.320853271E0,-1.002914429E1,1.526675262E0
9.306240416E-1,-1.766177216E0,-9.831854553E0,1.165027313E0
9.406680416E-1,-2.266885986E0,-9.764644318E0,7.185058594E-1
9.507130416E-1,-2.405497742E0,-9.441316681E0,3.118016052E-1
9.607570416E-1,-2.231409760E0,-8.953032074E0,8.816665649E-2
9.708020416E-1,-1.979333954E0,-8.517737274E0,-1.152603149E-2
9.808460416E-1,-1.832189941E0,-8.277935944E0,-2.888992310E-2
9.908910416E-1,-1.715881805E0,-8.202343140E0,-1.945953369E-2
1.000935042E0,-1.563498688E0,-8.219856720E0,2.724334717E-2
1.010980042E0,-1.363813934E0,-8.382867737E0,6.825805664E-2
1.021024042E0,-1.140777740E0,-8.620573425E0,7.484436035E-2
1.031069042E0,-9.812095642E-1,-8.885073395E0,7.843688965E-2
1.041113042E0,-8.940907288E-1,-9.191785583E0,6.002517700E-2
1.051158042E0,-7.863148499E-1,-9.512418823E0,5.882766724E-2
1.061202042E0,-6.716532898E-1,-9.824370117E0,2.619552612E-2
1.071247042E0,-6.870712280E-1,-1.025277924E1,-2.544708252E-3
1.081291042E0,-8.355624390E-1,-1.071965836E1,-1.022373962E-1
1.091336042E0,-8.872050476E-1,-1.109687393E1,-2.119592285E-1
1.101380042E0,-8.419990540E-1,-1.140702896E1,-1.062789917E-1
1.111425042E0,-1.551972656E0,-1.193123886E1,4.085005188E-1
