"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.507416659E-3,-2.396429443E1,3.167068481E1,-9.031921387E0
1.155241666E-2,-2.403046417E1,3.166708374E1,-9.124145508E0
2.159641666E-2,-2.406637573E1,3.167517090E1,-9.272094727E0
3.164141666E-2,-2.385142517E1,3.176605225E1,-9.142211914E0
4.168541665E-2,-2.383695221E1,3.173464966E1,-9.281066895E0
5.173041666E-2,-2.385330200E1,3.172433472E1,-9.281372070E0
6.177441665E-2,-2.379763794E1,3.179263306E1,-9.484313965E0
7.181941665E-2,-2.381731415E1,3.172579956E1,-9.422973633E0
8.186341665E-2,-2.388109589E1,3.163333130E1,-9.377807617E0
9.190841665E-2,-2.385572815E1,3.165527344E1,-9.474670410E0
1.019524166E-1,-2.406942749E1,3.175918579E1,-9.144409180E0
1.119974167E-1,-2.401995850E1,3.166659546E1,-8.919860840E0
1.220414166E-1,-2.411525726E1,3.162619019E1,-8.995117188E0
1.320864166E-1,-2.409812164E1,3.145013428E1,-9.000244141E0
1.421304166E-1,-2.410348511E1,3.146426392E1,-9.230407715E0
1.521754166E-1,-2.407656097E1,3.165591431E1,-9.309020996E0
1.622194166E-1,-2.396400452E1,3.156008911E1,-9.427978516E0
1.722644166E-1,-2.397919464E1,3.157162476E1,-9.599365234E0
1.823084166E-1,-2.389332581E1,3.150491333E1,-9.693359375E0
1.923534166E-1,-2.389332581E1,3.150491333E1,-9.693359375E0
2.023974166E-1,-2.400803375E1,3.152810669E1,-1.023150635E1
2.124424166E-1,-2.401159668E1,3.150628662E1,-1.040093994E1
2.224864166E-1,-2.379047394E1,3.148416138E1,-1.038623047E1
2.325314166E-1,-2.369056702E1,3.149105835E1,-1.059228516E1
2.425754166E-1,-2.378341675E1,3.150708008E1,-1.070141602E1
2.526204166E-1,-2.367014313E1,3.143960571E1,-1.104913330E1
2.626644166E-1,-2.358977509E1,3.146099854E1,-1.126800537E1
2.727094166E-1,-2.343159485E1,3.150439453E1,-1.104840088E1
2.827534166E-1,-2.343250275E1,3.150503540E1,-1.138763428E1
2.927984166E-1,-2.329087830E1,3.143533325E1,-1.150549316E1
3.028424166E-1,-2.326266479E1,3.141015625E1,-1.168414307E1
3.128874166E-1,-2.313992310E1,3.155908203E1,-1.204656982E1
3.229314166E-1,-2.320346832E1,3.150213623E1,-1.221228027E1
3.329764166E-1,-2.314842987E1,3.142214966E1,-1.215423584E1
3.430204166E-1,-2.302014160E1,3.139990234E1,-1.251092529E1
3.530654166E-1,-2.299983215E1,3.133755493E1,-1.272137451E1
3.631094167E-1,-2.306307220E1,3.131893921E1,-1.301818848E1
3.731540416E-1,-2.307715607E1,3.123492432E1,-1.298168945E1
3.831980416E-1,-2.300704193E1,3.125323486E1,-1.297070312E1
3.932430416E-1,-2.286095428E1,3.109020996E1,-1.325201416E1
4.032870416E-1,-2.281077576E1,3.100241089E1,-1.353436279E1
4.133320416E-1,-2.254895020E1,3.110562134E1,-1.394281006E1
4.233760416E-1,-2.241792297E1,3.103198242E1,-1.422906494E1
4.334210416E-1,-2.229690552E1,3.105712891E1,-1.454425049E1
4.434650416E-1,-2.221373749E1,3.103652954E1,-1.454614258E1
4.535100416E-1,-2.229051208E1,3.105938721E1,-1.441705322E1
4.635540416E-1,-2.241873169E1,3.085202026E1,-1.445745850E1
4.735990416E-1,-2.258290100E1,3.088626099E1,-1.446783447E1
4.836430416E-1,-2.243407440E1,3.087979126E1,-1.471026611E1
4.936880416E-1,-2.246169281E1,3.081420898E1,-1.476300049E1
5.037320416E-1,-2.236298370E1,3.077322388E1,-1.532019043E1
5.137770416E-1,-2.220735931E1,3.076123047E1,-1.568035889E1
5.238210416E-1,-2.203739166E1,3.071472168E1,-1.625714111E1
5.338660416E-1,-2.175776672E1,3.059561157E1,-1.684692383E1
5.439100416E-1,-2.155821991E1,3.053894043E1,-1.740728760E1
5.539550416E-1,-2.110964203E1,3.041207886E1,-1.796014404E1
5.639990416E-1,-2.087617493E1,3.012289429E1,-1.842572021E1
5.740440416E-1,-2.064836884E1,3.006015015E1,-1.878240967E1
5.840880416E-1,-2.059165955E1,2.980746460E1,-1.923413086E1
5.941330416E-1,-2.081051636E1,2.953872681E1,-1.929650879E1
6.041770417E-1,-2.130036926E1,2.936706543E1,-1.937500000E1
6.142220416E-1,-2.177980042E1,2.906646729E1,-1.917706299E1
