"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480575705995E9,"2026-06-03 18:56:15.706 UTC+09:00"
"PAUSE",1.702125745831290E1,1.780480592726930E9,"2026-06-03 18:56:32.727 UTC+09:00"
