"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.532833343E-3,-9.486443363E-3,8.233030140E-2,1.429473795E-2
1.257983333E-2,-9.885625914E-4,9.580270201E-2,3.366190940E-3
2.262583334E-2,1.619515009E-2,1.092132479E-1,1.998899970E-3
3.267183332E-2,3.637259081E-2,1.119027734E-1,7.630952634E-3
4.271783333E-2,5.788123608E-2,9.092819691E-2,2.381617203E-2
5.276483332E-2,7.065269351E-2,5.696224049E-2,3.656845167E-2
6.281083333E-2,7.744891196E-2,1.817024872E-2,2.952529304E-2
7.285683334E-2,6.917499751E-2,-2.707069041E-3,2.679795213E-2
8.290283332E-2,5.254183710E-2,-5.687375553E-3,1.860525645E-2
9.294983334E-2,2.986315824E-2,8.612201549E-3,1.126212254E-2
1.029958333E-1,7.612779154E-5,2.645026892E-2,1.001722179E-2
1.130418333E-1,-2.453094721E-2,3.116486222E-2,1.144254580E-2
1.230878333E-1,-3.016520850E-2,4.536300153E-2,1.422425173E-2
1.331348333E-1,-3.226377815E-2,3.704914823E-2,1.134963706E-2
1.431808333E-1,-2.781691588E-2,3.617245704E-2,-6.901700515E-3
1.532268333E-1,-2.655910514E-2,3.483022377E-2,-1.452579722E-2
1.632728333E-1,-3.064662963E-2,3.924622387E-2,-1.648868807E-2
1.733198333E-1,-3.435215354E-2,3.939189762E-2,-1.644234918E-2
1.833658333E-1,-3.821950033E-2,2.737000398E-2,-1.872111298E-2
1.934118333E-1,-4.153300822E-2,1.570402645E-2,-2.750528418E-2
2.034588333E-1,-4.160248861E-2,1.428277697E-2,-4.248601943E-2
2.135048333E-1,-4.855440557E-2,2.307413705E-2,-5.161933228E-2
2.235508333E-1,-6.068059057E-2,4.092007503E-2,-5.467401817E-2
2.335968333E-1,-7.064267248E-2,5.817469209E-2,-4.977513105E-2
2.436438333E-1,-7.377484441E-2,6.105029210E-2,-4.402500764E-2
2.536898333E-1,-6.824665517E-2,4.521646723E-2,-3.657108545E-2
2.637358333E-1,-5.621543899E-2,1.472217217E-2,-3.404267132E-2
2.737818333E-1,-4.090013355E-2,-1.711725071E-2,-3.631781042E-2
2.838288333E-1,-2.908260934E-2,-2.802192420E-2,-3.662510216E-2
2.938748333E-1,-2.839524858E-2,-1.436762977E-2,-3.624293581E-2
3.039208333E-1,-3.888539970E-2,6.436706521E-3,-4.121404514E-2
3.139678333E-1,-5.363025516E-2,3.063818440E-2,-4.907250404E-2
3.240138333E-1,-6.319198012E-2,5.241552740E-2,-5.204954743E-2
3.340598333E-1,-5.961135775E-2,6.474836171E-2,-4.700925201E-2
3.441058333E-1,-5.024988949E-2,6.028919667E-2,-4.243177548E-2
3.541528333E-1,-3.962174430E-2,4.793745652E-2,-3.564284369E-2
3.641988333E-1,-3.203164786E-2,3.862079605E-2,-2.811434865E-2
3.742448333E-1,-3.396510333E-2,3.910415992E-2,-2.183594555E-2
3.842908333E-1,-4.107046872E-2,4.522501305E-2,-2.014046535E-2
3.943378333E-1,-4.941814765E-2,5.255216733E-2,-1.754814573E-2
4.043838333E-1,-4.645108059E-2,5.515139550E-2,-5.628520157E-3
4.144298333E-1,-4.069545865E-2,3.990773112E-2,6.800186820E-3
4.244768333E-1,-2.352220565E-2,2.400808595E-2,7.360792253E-3
4.345228333E-1,-1.379873883E-2,7.775853854E-3,1.154701598E-2
4.445688333E-1,-1.970896125E-2,5.765297916E-3,2.179587446E-2
4.546148333E-1,-4.715576395E-2,2.221750841E-2,3.397850692E-2
4.646618333E-1,-6.741201133E-2,3.762690350E-2,3.848677874E-2
4.747078333E-1,-8.127909154E-2,8.130221069E-2,4.141226411E-2
4.847538333E-1,-8.996132761E-2,9.909019619E-2,3.958114609E-2
4.947998333E-1,-8.562490344E-2,1.194894835E-1,4.134602472E-2
5.048468333E-1,-7.503587753E-2,1.264707744E-1,3.915512189E-2
5.148928333E-1,-6.336271018E-2,1.446449757E-1,4.585376754E-2
5.249388333E-1,-4.788513854E-2,1.523617208E-1,4.403409362E-2
5.349858333E-1,-2.532709762E-2,1.320418119E-1,3.735035658E-2
5.450318333E-1,-2.584902802E-3,1.326922923E-1,2.994885296E-2
5.550778333E-1,1.281455997E-2,1.201067194E-1,2.453837357E-2
5.651238333E-1,1.778799854E-2,1.032596603E-1,2.953975275E-2
5.751708333E-1,1.825698279E-2,8.354800195E-2,4.238098115E-2
5.852168333E-1,1.677168719E-2,7.222674787E-2,4.471269250E-2
5.952628333E-1,1.914083585E-2,6.596006453E-2,3.716422990E-2
6.053088333E-1,2.431688830E-2,6.347526610E-2,2.762608975E-2
6.153558333E-1,3.586088866E-2,6.731688231E-2,2.423029393E-2
6.254018333E-1,4.771362245E-2,6.791722029E-2,2.890353836E-2
6.354478333E-1,5.540589616E-2,6.752812862E-2,3.389110416E-2
6.454938333E-1,4.572948813E-2,6.000605971E-2,3.497761115E-2
6.555408333E-1,3.234949708E-2,6.695344299E-2,2.874421701E-2
6.655868333E-1,1.889206842E-2,7.791890949E-2,2.371615544E-2
6.756328333E-1,1.594874077E-2,1.086912006E-1,1.915096492E-2
6.856798333E-1,2.503588609E-2,1.292748898E-1,1.657505333E-2
6.957258333E-1,4.141086340E-2,1.349500865E-1,1.118641347E-2
7.057718333E-1,5.856890604E-2,1.288430691E-1,4.891068209E-3
7.158178333E-1,7.108736038E-2,1.050743610E-1,4.885965027E-4
7.258648333E-1,7.321903855E-2,9.093161672E-2,-5.124120507E-3
7.359108333E-1,6.398160011E-2,6.240330637E-2,-1.182942744E-2
7.459568333E-1,4.795682430E-2,3.905323520E-2,-1.503021084E-2
7.560038333E-1,2.601717040E-2,2.368439734E-2,-1.058779284E-2
7.660498333E-1,4.877875559E-3,1.295582764E-2,-5.313071888E-3
7.760958333E-1,-1.851905882E-2,8.830857463E-3,-1.057607122E-3
7.861418333E-1,-3.876756877E-2,8.809542283E-3,-1.813464798E-3
7.961888333E-1,-6.074104458E-2,1.939773746E-2,-9.037288837E-4
8.062348333E-1,-8.158666641E-2,3.602652252E-2,1.664721873E-3
8.162810417E-1,-1.007425189E-1,4.387325794E-2,3.993123304E-3
8.263270417E-1,-1.099758446E-1,4.526551440E-2,6.440215278E-3
8.363740417E-1,-1.145732626E-1,2.818053961E-2,1.110021397E-2
8.464200417E-1,-1.055541784E-1,1.874179346E-3,1.431179699E-2
8.564660417E-1,-8.622814715E-2,-2.703949250E-2,1.761385053E-2
8.665130417E-1,-6.688484550E-2,-5.643945187E-2,1.957052574E-2
8.765590417E-1,-5.434002727E-2,-7.897537947E-2,2.117534727E-2
8.866050417E-1,-4.767267406E-2,-8.195612580E-2,3.041150607E-2
8.966510417E-1,-4.827454686E-2,-7.475839555E-2,3.641613573E-2
9.066980417E-1,-5.302630365E-2,-6.537905335E-2,4.249135032E-2
9.167440417E-1,-6.351409853E-2,-4.661734402E-2,4.262184352E-2
9.267900417E-1,-7.265762240E-2,-2.325385250E-2,4.054917023E-2
9.368360417E-1,-7.644623518E-2,-8.609928191E-3,3.810492158E-2
9.468830417E-1,-8.332981169E-2,-1.048058458E-2,3.380643949E-2
9.569290417E-1,-8.385685086E-2,-2.275589295E-2,3.082343563E-2
9.669750417E-1,-8.326514065E-2,-3.451027349E-2,3.076286428E-2
9.770210417E-1,-7.264072448E-2,-3.723042458E-2,3.830387443E-2
9.870680417E-1,-4.978413135E-2,-3.689842671E-2,4.589568451E-2
9.971140417E-1,-1.782753132E-2,-3.482222557E-2,4.865099117E-2
1.007160042E0,1.684769057E-2,-3.900491819E-2,5.012587458E-2
1.017207042E0,4.277808964E-2,-4.192667454E-2,5.096130818E-2
1.027253042E0,4.916840047E-2,-3.406113014E-2,4.606959969E-2
1.037299042E0,4.712495580E-2,-2.127582766E-2,3.719115257E-2
1.047345042E0,3.493221849E-2,-6.167809479E-3,3.186966479E-2
1.057392042E0,2.139803581E-2,7.405256853E-3,2.161675878E-2
1.067438042E0,1.586846076E-2,1.148399804E-2,1.695847139E-2
1.077484042E0,1.943709515E-2,1.372078620E-2,1.797819510E-2
1.087530042E0,2.939219028E-2,9.591753595E-3,1.718880981E-2
1.097577042E0,4.744576290E-2,2.824129071E-3,1.951374859E-2
1.107623042E0,6.765913963E-2,-8.440948091E-3,2.571195178E-2
1.117669042E0,8.484611660E-2,-1.336486638E-2,2.437477931E-2
1.127716042E0,9.693439305E-2,-2.026828751E-2,2.546421438E-2
1.137762042E0,9.438414872E-2,-2.232451364E-2,2.510575391E-2
1.147808042E0,8.412353694E-2,-2.366231196E-2,1.829316095E-2
1.157854042E0,5.841897056E-2,-2.666795626E-2,8.724156767E-3
1.167901042E0,2.675662190E-2,-2.405201644E-2,2.002161462E-3
1.177947042E0,1.766770874E-4,-1.665002666E-2,-3.860787489E-3
1.187993042E0,-1.386347041E-2,-1.169602573E-2,-6.815084256E-3
1.198039042E0,-1.775621250E-2,-1.361802965E-2,-7.976222783E-3
1.208086042E0,-1.104491204E-2,-1.337740943E-2,-8.946362883E-3
1.218132042E0,-2.178983064E-3,-1.371749490E-2,-7.452595979E-3
1.228178042E0,5.177417304E-3,-1.016712654E-2,-7.060999516E-3
1.238225042E0,7.583316881E-3,-1.102999039E-2,-4.757631570E-3
1.248271042E0,-2.631787444E-3,-1.779832505E-2,-8.281396702E-3
1.258317042E0,-1.954818703E-2,-1.521585789E-2,-1.489029638E-2
1.268363042E0,-3.061638959E-2,-5.535324570E-3,-2.350346558E-2
1.278410042E0,-4.164347053E-2,1.040742360E-2,-3.148868680E-2
1.288456042E0,-4.245087877E-2,2.050539851E-2,-2.743506432E-2
1.298502042E0,-3.527498990E-2,1.702038571E-2,-2.266960591E-2
1.308548042E0,-2.349778824E-2,-2.623437904E-4,-1.559102349E-2
1.318595042E0,-3.144845366E-3,-9.076075628E-3,-1.127430610E-2
1.328641042E0,1.546808146E-2,-1.241766382E-2,-6.741770543E-3
1.338687042E0,2.317340486E-2,-1.402514707E-2,-3.210951574E-3
1.348734042E0,1.538989041E-2,-2.034024522E-2,-5.732459947E-3
1.358780042E0,6.627558265E-3,-1.650396176E-2,-1.517816074E-2
1.368826042E0,2.534731990E-3,-8.392212912E-3,-1.718944311E-2
1.378872042E0,-9.708617814E-3,-4.053923301E-3,-1.937856153E-2
1.388919042E0,-1.787403040E-2,2.332855947E-4,-1.858586445E-2
1.398965042E0,-2.417373843E-2,8.768184111E-3,-1.471682359E-2
1.409011042E0,-2.798765153E-2,1.504365727E-2,-1.526383683E-2
1.419057042E0,-2.517561987E-2,1.391420979E-2,-2.064635232E-2
1.429104042E0,-1.948281936E-2,1.722071320E-3,-2.302314714E-2
1.439150042E0,-6.773948669E-3,-1.064591482E-2,-2.436750941E-2
1.449196042E0,2.678529825E-3,-1.505800989E-2,-2.171579003E-2
1.459243042E0,9.509271942E-3,-2.620041184E-2,-1.859110221E-2
1.469289042E0,1.319492608E-2,-2.942065522E-2,-2.160273120E-2
1.479335042E0,6.726107560E-3,-2.425465360E-2,-2.275960892E-2
1.489381042E0,-3.738876665E-3,-1.212250255E-2,-2.546122111E-2
1.499428042E0,-2.070108242E-2,7.175827865E-3,-2.877818793E-2
1.509474042E0,-3.459729627E-2,2.580059320E-2,-3.802508861E-2
1.519520042E0,-4.283738509E-2,3.636109084E-2,-4.607209936E-2
1.529566042E0,-4.472298175E-2,3.785888106E-2,-4.853025824E-2
1.539613042E0,-4.967113584E-2,3.514138982E-2,-5.093855411E-2
1.549659042E0,-6.715971231E-2,4.932445288E-2,-5.070823804E-2
1.559705042E0,-9.454233944E-2,7.096795738E-2,-4.878330603E-2
1.569752042E0,-1.194702834E-1,9.247136861E-2,-4.771899432E-2
1.579798042E0,-1.295948178E-1,1.138751954E-1,-5.162318796E-2
1.589844042E0,-1.305910349E-1,1.213765964E-1,-5.751513690E-2
1.599890042E0,-1.163556501E-1,1.115551218E-1,-6.367929280E-2
1.609937042E0,-1.021458730E-1,9.511154145E-2,-6.746806204E-2
1.619983042E0,-9.209350497E-2,7.779034227E-2,-6.690640002E-2
1.630029042E0,-8.810624480E-2,6.045175344E-2,-6.710834056E-2
1.640075042E0,-8.919654042E-2,3.941038623E-2,-6.750861555E-2
1.650122042E0,-8.761382848E-2,2.258532867E-2,-6.212699786E-2
1.660168042E0,-8.845937997E-2,1.684887893E-2,-5.570638552E-2
1.670214042E0,-8.522376418E-2,1.840420626E-2,-4.570692778E-2
1.680261042E0,-7.279718667E-2,1.420759782E-2,-3.663353622E-2
1.690307042E0,-5.691328272E-2,6.074741483E-3,-2.732335217E-2
1.700353042E0,-4.269546643E-2,-5.621328950E-3,-2.232939377E-2
1.710399042E0,-3.058777377E-2,-1.905729622E-2,-1.818751730E-2
1.720446042E0,-1.703068614E-2,-2.584223077E-2,-1.740854234E-2
1.730492042E0,-6.611907389E-3,-3.295152634E-2,-1.651942916E-2
1.740538042E0,-5.162348971E-3,-4.112369940E-2,-1.594019122E-2
1.750584042E0,-8.663500659E-3,-3.810788319E-2,-1.808070019E-2
