"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.119940758E-3,3.670625022E1,1.370963616E2,2.201645067E1,NaN,NaN,3.759501400E1,3.424957932E1
1.043593884E-2,3.670625021E1,1.370963617E2,2.080689014E1,NaN,NaN,1.764981995E1,3.000000000E1
3.875899315E-2,3.670625026E1,1.370963613E2,2.080348362E1,NaN,NaN,1.764844514E1,3.000004884E1
6.023095965E0,3.670625023E1,1.370963616E2,2.080689014E1,NaN,NaN,1.531960337E1,3.000000000E1
1.202706397E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.478948653E1,3.000000000E1
