"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
1.154291676E-3,6.502385934E-1,5.173187808E0,8.309718484E0
1.119929168E-2,6.395698368E-1,5.166985667E0,8.314403858E0
2.124529166E-2,6.265361007E-1,5.163057507E0,8.317835589E0
3.129029166E-2,6.112601037E-1,5.161315037E0,8.320053438E0
4.133629167E-2,5.941492138E-1,5.161142544E0,8.321399467E0
5.138229168E-2,5.765569519E-1,5.162353503E0,8.321886540E0
6.142729166E-2,5.601590934E-1,5.164522820E0,8.321659668E0
7.147329167E-2,5.467835145E-1,5.166700907E0,8.321197738E0
8.151829167E-2,5.356497946E-1,5.167317204E0,8.321539215E0
9.156429168E-2,5.250258423E-1,5.165378267E0,8.323419680E0
1.016092917E-1,5.137237957E-1,5.161224990E0,8.326700553E0
1.116552917E-1,5.014090114E-1,5.155973606E0,8.330703557E0
1.217002917E-1,4.890447084E-1,5.151476512E0,8.334220072E0
1.317462917E-1,4.774795371E-1,5.149840461E0,8.335901731E0
1.417922917E-1,4.668368737E-1,5.152440718E0,8.334897764E0
1.518372917E-1,4.576408846E-1,5.159108298E0,8.331282431E0
1.618832917E-1,4.497467415E-1,5.169078970E0,8.325529940E0
1.719282917E-1,4.440492876E-1,5.180340123E0,8.318834293E0
1.819742917E-1,4.415087821E-1,5.191156302E0,8.312224016E0
1.920192917E-1,4.405607291E-1,5.200874959E0,8.306196706E0
2.020652917E-1,4.398920635E-1,5.208569895E0,8.301409006E0
2.121104167E-1,4.374104686E-1,5.213928868E0,8.298175496E0
2.221554167E-1,4.322447825E-1,5.217146591E0,8.296423670E0
2.322014167E-1,4.239821917E-1,5.217538354E0,8.296603764E0
2.422464167E-1,4.136576534E-1,5.217206817E0,8.297333497E0
2.522924167E-1,4.045819341E-1,5.217800894E0,8.297407756E0
2.623374167E-1,3.985548435E-1,5.220105867E0,8.296249423E0
2.723834167E-1,3.972397682E-1,5.224235755E0,8.293711731E0
2.824284167E-1,4.008618625E-1,5.230508063E0,8.289583597E0
2.924744167E-1,4.079410864E-1,5.237783754E0,8.284642700E0
3.025204167E-1,4.160846499E-1,5.244064248E0,8.280263720E0
3.125654167E-1,4.238188716E-1,5.247555621E0,8.277658786E0
3.226114167E-1,4.205631785E-1,5.244120381E0,8.280001765E0
3.326564167E-1,3.876496036E-1,5.225054950E0,8.293649751E0
3.427024167E-1,3.371483715E-1,5.193308077E0,8.315766844E0
3.527474167E-1,2.823333011E-1,5.156008689E0,8.340981207E0
3.627934167E-1,2.327943014E-1,5.120744716E0,8.364202840E0
3.728394167E-1,1.936030644E-1,5.093317181E0,8.381929259E0
3.828844167E-1,1.678814917E-1,5.077273591E0,8.392211003E0
3.929304167E-1,1.563538522E-1,5.073319704E0,8.394824708E0
4.029754167E-1,1.584832985E-1,5.080312974E0,8.390554487E0
4.130214167E-1,1.707282086E-1,5.095174842E0,8.381297175E0
4.230664167E-1,1.888068492E-1,5.112800689E0,8.370168169E0
4.331124167E-1,2.082938283E-1,5.128827322E0,8.359894611E0
4.431574167E-1,2.233204051E-1,5.139984394E0,8.352651665E0
4.532034167E-1,2.292038186E-1,5.143342450E0,8.350424461E0
4.632494167E-1,2.243710035E-1,5.138355360E0,8.353625811E0
4.732944167E-1,2.123436647E-1,5.126134679E0,8.361444708E0
4.833404167E-1,1.980666827E-1,5.109651378E0,8.371877310E0
4.933854167E-1,1.858124718E-1,5.091881105E0,8.382978249E0
5.034314167E-1,1.770726751E-1,5.074720697E0,8.393566387E0
5.134764167E-1,1.713577527E-1,5.059399822E0,8.402928949E0
5.235224167E-1,1.681513041E-1,5.046585065E0,8.410695806E0
5.335674167E-1,1.671811780E-1,5.036334895E0,8.416857017E0
