"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.235931396E-3,3.670625025E1,1.370963614E2,2.080348362E1,NaN,NaN,1.417022190E1,3.000003596E1
8.551955223E-3,3.670625025E1,1.370963614E2,2.246561612E1,NaN,NaN,1.519501400E1,3.007781469E1
9.133934975E-3,3.670625024E1,1.370963615E2,2.080689014E1,NaN,NaN,1.205990483E1,3.000000000E1
3.865492344E-2,3.670625026E1,1.370963613E2,2.080348362E1,NaN,NaN,1.205946622E1,3.000009467E1
6.017288923E0,3.670625024E1,1.370963615E2,2.080689014E1,NaN,NaN,1.284618467E1,3.000000000E1
1.202234900E1,3.670625023E1,1.370963616E2,2.080689014E1,NaN,NaN,1.246920921E1,3.000000000E1
