"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.436958322E-3,2.185155945E0,3.884272614E0,8.729247437E0
8.608041680E-3,2.237546997E0,3.896247711E0,8.790470123E0
1.865204168E-2,2.303859100E0,3.957470398E0,8.962312775E0
2.869704168E-2,2.336341553E0,4.061504059E0,9.050030365E0
3.874104167E-2,2.377955017E0,4.083208923E0,9.008117523E0
4.878504167E-2,2.302661591E0,4.017196198E0,8.998537445E0
5.883004167E-2,2.074535980E0,3.901337128E0,9.055419159E0
6.887404167E-2,1.749711456E0,3.737727356E0,8.904981995E0
7.891804166E-2,1.352587280E0,3.512296143E0,8.648864594E0
8.896304166E-2,8.961863708E-1,3.193159790E0,8.651708679E0
9.900704166E-2,2.871029663E-1,2.645598450E0,9.792037354E0
1.090520417E-1,1.001417542E-1,2.370171204E0,9.212143250E0
1.190960417E-1,2.770738220E-1,2.030826874E0,9.319769440E0
1.291400417E-1,1.140628052E-1,2.012714539E0,9.937385101E0
1.391850417E-1,-3.267704773E-1,2.819087677E0,1.007180557E1
1.492290416E-1,-2.579136658E-1,3.275039520E0,9.933942261E0
1.592740417E-1,1.642085266E-1,3.451522522E0,9.690548401E0
1.693180416E-1,5.667214966E-1,3.701502686E0,9.642498322E0
1.793620416E-1,6.469546509E-1,3.906576233E0,9.404493256E0
1.894070416E-1,5.385800171E-1,3.894750824E0,8.977431335E0
1.994510416E-1,4.168830872E-1,3.850293274E0,8.554860077E0
2.094950417E-1,4.269122314E-1,3.768712921E0,8.711733856E0
2.195400416E-1,5.882766724E-1,3.424129486E0,9.221274261E0
2.295840417E-1,7.444020081E-1,2.992127838E0,9.827812958E0
2.396290417E-1,7.593708801E-1,2.030527496E0,9.287586365E0
2.496730417E-1,4.188290405E-1,1.773062897E0,9.750573578E0
2.597170417E-1,2.552192688E-1,2.366129608E0,1.107277405E1
2.697620417E-1,-7.360194397E-1,2.440375214E0,1.042641815E1
2.798060417E-1,-1.304986267E0,1.958976288E0,9.427844696E0
2.898500417E-1,-1.329535217E0,1.854643250E0,9.161698151E0
2.998950417E-1,-1.223854980E0,1.979483643E0,7.989485779E0
3.099390417E-1,-6.991960144E-1,3.148702240E0,6.762936401E0
3.199840417E-1,-1.405577087E-1,5.020410004E0,6.386918335E0
3.300280417E-1,-3.996688843E-2,6.262676697E0,7.090455322E0
3.400720417E-1,-3.354524231E-1,6.027216339E0,8.197104034E0
3.501170417E-1,-5.173242188E-1,5.372627563E0,8.563542023E0
3.601610417E-1,-1.294807434E-1,5.170847168E0,8.103847961E0
3.702050417E-1,8.485853577E-1,4.824467468E0,7.041956177E0
3.802500417E-1,1.843566284E0,4.668791199E0,6.902745667E0
3.902940417E-1,1.172062683E0,5.248385925E0,8.196205902E0
4.003390417E-1,-2.588117981E-1,5.909710693E0,8.425379333E0
4.103830417E-1,-5.146298218E-1,5.071304169E0,7.848778381E0
4.204270417E-1,-1.778601379E0,4.112996979E0,8.256081390E0
4.304720417E-1,-2.060914307E0,3.912264404E0,8.323890381E0
4.405160416E-1,-2.149530029E0,4.202211456E0,8.710386658E0
4.505610417E-1,-2.127226410E0,4.956792297E0,9.053024139E0
4.606050416E-1,-1.689386902E0,5.307213593E0,9.907447357E0
4.706490416E-1,-1.068328400E0,5.522166595E0,1.045830185E1
4.806940416E-1,-8.241860962E-1,4.725074158E0,1.016640884E1
4.907380416E-1,-4.830455017E-1,3.848796387E0,9.391769714E0
5.007820417E-1,-2.338137817E-1,3.948938141E0,8.540639648E0
5.108270416E-1,-1.636097717E-1,4.580474854E0,7.773784332E0
5.208710417E-1,-2.297721863E-1,5.030139771E0,7.970774689E0
5.309160417E-1,-5.804928589E-1,5.096302185E0,8.502019958E0
5.409600417E-1,-7.734416199E-1,4.637057190E0,8.526269531E0
5.510040417E-1,-8.041278076E-1,4.436025238E0,8.353079681E0
5.610490417E-1,-7.830216980E-1,4.606520691E0,8.017327881E0
5.710930417E-1,-7.924520874E-1,4.901257782E0,7.488926697E0
