"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.586041683E-3,-3.650660813E-1,4.464667737E-1,-8.658041805E-2
1.363004168E-2,-4.616880715E-1,6.127079725E-1,-1.082325876E-1
2.367404167E-2,-5.406310558E-1,8.005005121E-1,-1.484537721E-1
3.371904168E-2,-6.188477874E-1,9.642958045E-1,-1.749605089E-1
4.376304167E-2,-7.052468657E-1,1.086557627E0,-1.951438040E-1
5.380804167E-2,-7.773751020E-1,1.195017576E0,-2.047343552E-1
6.385204167E-2,-8.364099264E-1,1.263031602E0,-2.088734359E-1
7.389604166E-2,-9.092459679E-1,1.261622667E0,-2.060550302E-1
8.394104167E-2,-9.880379438E-1,1.174050808E0,-1.981321275E-1
9.398504166E-2,-9.245439172E-1,1.131598473E0,-1.274517626E-1
1.040290417E-1,-9.284009933E-1,9.472283721E-1,-4.896521196E-2
1.140740417E-1,-9.201484323E-1,8.275165558E-1,7.601118647E-3
1.241180417E-1,-8.262208700E-1,8.264275789E-1,1.265011430E-1
1.341630417E-1,-6.699555516E-1,8.253754973E-1,2.593259215E-1
1.442070417E-1,-4.251258075E-1,7.564515471E-1,3.316621780E-1
1.542510416E-1,-1.040154323E-1,6.076322794E-1,3.057249784E-1
1.642960417E-1,2.240527123E-1,4.680166245E-1,1.603619158E-1
1.743400416E-1,4.816181958E-1,3.082136214E-1,-6.416812539E-2
1.843840416E-1,6.669970751E-1,1.043823883E-1,-2.908971608E-1
1.944290416E-1,7.987865210E-1,-1.703141034E-1,-4.954139292E-1
2.044730416E-1,8.819972277E-1,-5.090777874E-1,-6.480032206E-1
2.145180416E-1,9.643296599E-1,-6.590201259E-1,-7.571821809E-1
2.245620417E-1,1.077851057E0,-5.925504565E-1,-8.296453357E-1
2.346060417E-1,1.213614464E0,-7.067182064E-1,-7.963863015E-1
2.446510417E-1,1.308933496E0,-7.363038063E-1,-7.106876373E-1
2.546950417E-1,1.450867295E0,-3.825990260E-1,-6.425669193E-1
2.647400417E-1,1.460291862E0,8.551120758E-2,-5.442385077E-1
2.747840417E-1,1.347450733E0,4.118811190E-1,-3.182024956E-1
2.848280417E-1,1.235569835E0,6.262077689E-1,-9.084068239E-3
2.948730417E-1,1.146798253E0,6.001079679E-1,2.763971686E-1
3.049170417E-1,1.046817064E0,4.417817295E-1,4.131813943E-1
3.149610417E-1,9.448940754E-1,2.325752974E-1,3.833176792E-1
3.250060417E-1,9.162864089E-1,-3.472645581E-2,1.804202348E-1
3.350500417E-1,9.428036809E-1,-2.096856236E-1,-6.724929810E-2
3.450950417E-1,8.711580038E-1,-2.402304858E-1,-2.293489873E-1
3.551390417E-1,6.722328067E-1,-2.441140562E-1,-2.966915369E-1
3.651830417E-1,3.688846827E-1,-4.597725868E-1,-2.842039764E-1
3.752280417E-1,1.770362444E-2,-7.974429131E-1,-2.594522536E-1
3.852720417E-1,-1.741941720E-1,-5.306346416E-1,-5.413550138E-1
3.953160417E-1,-3.024803698E-1,-6.826241314E-2,-8.636258841E-1
4.053610417E-1,-5.215993524E-1,2.185549401E-2,-9.381232858E-1
4.154050417E-1,-6.461294293E-1,3.247248754E-2,-8.159525394E-1
4.254500417E-1,-7.229661345E-1,1.231211647E-1,-6.339534521E-1
4.354940417E-1,-7.721190453E-1,4.185574949E-1,-4.999435544E-1
4.455380416E-1,-7.995011210E-1,6.057678461E-1,-4.380902946E-1
4.555830417E-1,-6.789603829E-1,4.823638201E-1,-3.892880082E-1
4.656270416E-1,-5.354157686E-1,1.506348848E-1,-4.264151156E-1
4.756710416E-1,-9.338965416E-1,5.700337291E-1,-3.806692064E-1
4.857160416E-1,-9.426348805E-1,8.890569806E-1,-2.546665370E-1
4.957600416E-1,-8.306744099E-1,7.758856416E-1,-1.389881819E-1
5.058050416E-1,-7.516541481E-1,4.829999506E-1,-8.118826151E-2
