"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779699891545850E9,"2026-05-25 18:04:51.546 UTC+09:00"
"PAUSE",1.470407816668740E1,1.779699906249645E9,"2026-05-25 18:05:06.250 UTC+09:00"
