"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.890939713E-3,3.670588268E1,1.370963779E2,2.088410144E1,NaN,NaN,2.049501400E1,3.292663500E1
8.711934090E-3,3.670588267E1,1.370963779E2,1.911314143E1,NaN,NaN,1.428552169E1,3.000000000E1
3.249299526E-2,3.670588275E1,1.370963777E2,1.910948313E1,NaN,NaN,1.428494048E1,3.000007029E1
6.016766906E0,3.670588271E1,1.370963778E2,1.911314143E1,NaN,NaN,1.367019897E1,3.000000000E1
1.202582490E1,3.670588269E1,1.370963779E2,1.911314143E1,NaN,NaN,1.414269090E1,3.000000000E1
